date,country,Zuzuege D,Fortzuege D,Wanderungssaldo D,Zuzuege A,Fortzuege A,Wanderungssaldo A,Zuzuege I,Fortzuege I,Wanderungssaldo I
2006-01-01,SVK,155.0,215.0,-60.0,11292.0,9225.0,2067.0,11447.0,9440.0,2007.0
2006-01-01,SWE,612.0,1700.0,-1088.0,2569.0,2234.0,335.0,3181.0,3934.0,-753.0
2006-01-01,CHE,5836.0,18007.0,-12171.0,4535.0,4233.0,302.0,10371.0,22240.0,-11869.0
2006-01-01,RUS,6816.0,2634.0,4182.0,16425.0,11233.0,5192.0,23241.0,13867.0,9374.0
2006-01-01,ESP,6023.0,8149.0,-2126.0,8196.0,8585.0,-389.0,14219.0,16734.0,-2515.0
2006-01-01,TUR,1860.0,3451.0,-1591.0,29589.0,29778.0,-189.0,31449.0,33229.0,-1780.0
2006-01-01,CZE,624.0,973.0,-349.0,7844.0,6228.0,1616.0,8468.0,7201.0,1267.0
2006-01-01,HUN,640.0,998.0,-358.0,18634.0,14618.0,4016.0,19274.0,15616.0,3658.0
2006-01-01,UKR,711.0,284.0,427.0,6994.0,4652.0,2342.0,7705.0,4936.0,2769.0
2006-01-01,GBR,4600.0,9395.0,-4795.0,8303.0,7924.0,379.0,12903.0,17319.0,-4416.0
2006-01-01,BLR,99.0,60.0,39.0,1616.0,1252.0,364.0,1715.0,1312.0,403.0
2006-01-01,SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,CYP,130.0,160.0,-30.0,139.0,111.0,28.0,269.0,271.0,-2.0
2006-01-01,XXX,428.0,532.0,-104.0,15176.0,15057.0,119.0,15604.0,15589.0,15.0
2006-01-01,DZA,117.0,160.0,-43.0,1231.0,1226.0,5.0,1348.0,1386.0,-38.0
2006-01-01,AGO,19.0,33.0,-14.0,297.0,348.0,-51.0,316.0,381.0,-65.0
2006-01-01,ETH,94.0,182.0,-88.0,582.0,352.0,230.0,676.0,534.0,142.0
2006-01-01,CIV,12.0,10.0,2.0,221.0,216.0,5.0,233.0,226.0,7.0
2006-01-01,NGA,150.0,141.0,9.0,1694.0,1339.0,355.0,1844.0,1480.0,364.0
2006-01-01,GHA,158.0,159.0,-1.0,1170.0,956.0,214.0,1328.0,1115.0,213.0
2006-01-01,KEN,226.0,213.0,13.0,1254.0,549.0,705.0,1480.0,762.0,718.0
2006-01-01,COG,10.0,10.0,0.0,140.0,226.0,-86.0,150.0,236.0,-86.0
2006-01-01,COD,21.0,22.0,-1.0,192.0,347.0,-155.0,213.0,369.0,-156.0
2006-01-01,LBY,33.0,39.0,-6.0,629.0,627.0,2.0,662.0,666.0,-4.0
2006-01-01,MAR,227.0,255.0,-28.0,3570.0,2057.0,1513.0,3797.0,2312.0,1485.0
2006-01-01,NER,15.0,18.0,-3.0,64.0,59.0,5.0,79.0,77.0,2.0
2006-01-01,CMR,57.0,72.0,-15.0,1600.0,1292.0,308.0,1657.0,1364.0,293.0
2006-01-01,ZAF,860.0,1068.0,-208.0,897.0,812.0,85.0,1757.0,1880.0,-123.0
2006-01-01,RWA,28.0,26.0,2.0,80.0,43.0,37.0,108.0,69.0,39.0
2006-01-01,NAM,184.0,213.0,-29.0,101.0,62.0,39.0,285.0,275.0,10.0
2006-01-01,SEN,50.0,61.0,-11.0,223.0,177.0,46.0,273.0,238.0,35.0
2006-01-01,SOM,5.0,12.0,-7.0,144.0,197.0,-53.0,149.0,209.0,-60.0
2006-01-01,TZA,123.0,135.0,-12.0,146.0,134.0,12.0,269.0,269.0,0.0
2006-01-01,TUN,255.0,250.0,5.0,2266.0,1172.0,1094.0,2521.0,1422.0,1099.0
2006-01-01,UGA,66.0,69.0,-3.0,143.0,112.0,31.0,209.0,181.0,28.0
2006-01-01,EGY,434.0,525.0,-91.0,1657.0,1023.0,634.0,2091.0,1548.0,543.0
2006-01-01,CAF,5.0,13.0,-8.0,7.0,10.0,-3.0,12.0,23.0,-11.0
2006-01-01,XXX,551.0,574.0,-23.0,3577.0,3522.0,55.0,4128.0,4096.0,32.0
2006-01-01,ARG,288.0,366.0,-78.0,885.0,764.0,121.0,1173.0,1130.0,43.0
2006-01-01,BOL,164.0,133.0,31.0,330.0,203.0,127.0,494.0,336.0,158.0
2006-01-01,BRA,1196.0,1300.0,-104.0,5972.0,3942.0,2030.0,7168.0,5242.0,1926.0
2006-01-01,CHL,305.0,323.0,-18.0,738.0,546.0,192.0,1043.0,869.0,174.0
2006-01-01,Costa Rica,106.0,117.0,-11.0,175.0,115.0,60.0,281.0,232.0,49.0
2006-01-01,HND,36.0,43.0,-7.0,72.0,58.0,14.0,108.0,101.0,7.0
2006-01-01,CAN,1101.0,3831.0,-2730.0,2494.0,2380.0,114.0,3595.0,6211.0,-2616.0
2006-01-01,COL,358.0,208.0,150.0,1394.0,759.0,635.0,1752.0,967.0,785.0
2006-01-01,MEX,548.0,739.0,-191.0,2636.0,1584.0,1052.0,3184.0,2323.0,861.0
2006-01-01,NIC,34.0,43.0,-9.0,58.0,37.0,21.0,92.0,80.0,12.0
2006-01-01,PRY,274.0,435.0,-161.0,174.0,123.0,51.0,448.0,558.0,-110.0
2006-01-01,PER,216.0,220.0,-4.0,1055.0,629.0,426.0,1271.0,849.0,422.0
2006-01-01,URY,74.0,71.0,3.0,81.0,78.0,3.0,155.0,149.0,6.0
2006-01-01,"Venezuela, Bolivarische Republik",195.0,195.0,0.0,387.0,242.0,145.0,582.0,437.0,145.0
2006-01-01,USA,8815.0,13750.0,-4935.0,16341.0,15363.0,978.0,25156.0,29113.0,-3957.0
2006-01-01,XXX,791.0,785.0,6.0,2662.0,1453.0,1209.0,3453.0,2238.0,1215.0
2006-01-01,YEM,38.0,42.0,-4.0,356.0,241.0,115.0,394.0,283.0,111.0
2006-01-01,ARM,11.0,16.0,-5.0,670.0,939.0,-269.0,681.0,955.0,-274.0
2006-01-01,AFG,143.0,138.0,5.0,1283.0,1281.0,2.0,1426.0,1419.0,7.0
2006-01-01,AZE,26.0,37.0,-11.0,891.0,941.0,-50.0,917.0,978.0,-61.0
2006-01-01,GEO,44.0,31.0,13.0,2025.0,2148.0,-123.0,2069.0,2179.0,-110.0
2006-01-01,VNM,141.0,196.0,-55.0,4491.0,4411.0,80.0,4632.0,4607.0,25.0
2006-01-01,PRK,30.0,49.0,-19.0,387.0,404.0,-17.0,417.0,453.0,-36.0
2006-01-01,IND,464.0,532.0,-68.0,8911.0,6909.0,2002.0,9375.0,7441.0,1934.0
2006-01-01,IDN,241.0,346.0,-105.0,1384.0,1201.0,183.0,1625.0,1547.0,78.0
2006-01-01,IRQ,163.0,309.0,-146.0,3390.0,3820.0,-430.0,3553.0,4129.0,-576.0
2006-01-01,IRN,234.0,306.0,-72.0,2851.0,2330.0,521.0,3085.0,2636.0,449.0
2006-01-01,ISR,371.0,422.0,-51.0,1398.0,936.0,462.0,1769.0,1358.0,411.0
2006-01-01,JPN,508.0,594.0,-86.0,5444.0,5041.0,403.0,5952.0,5635.0,317.0
2006-01-01,KAZ,2121.0,747.0,1374.0,2685.0,1462.0,1223.0,4806.0,2209.0,2597.0
2006-01-01,JOR,142.0,206.0,-64.0,604.0,597.0,7.0,746.0,803.0,-57.0
2006-01-01,KWT,29.0,73.0,-44.0,259.0,155.0,104.0,288.0,228.0,60.0
2006-01-01,KGZ,225.0,63.0,162.0,767.0,449.0,318.0,992.0,512.0,480.0
2006-01-01,LBN,672.0,487.0,185.0,2265.0,1449.0,816.0,2937.0,1936.0,1001.0
2006-01-01,PAK,280.0,364.0,-84.0,1964.0,1340.0,624.0,2244.0,1704.0,540.0
2006-01-01,PHL,390.0,426.0,-36.0,1312.0,775.0,537.0,1702.0,1201.0,501.0
2006-01-01,KOR,124.0,139.0,-15.0,3140.0,2129.0,1011.0,3264.0,2268.0,996.0
2006-01-01,ARE,433.0,1144.0,-711.0,1015.0,1029.0,-14.0,1448.0,2173.0,-725.0
2006-01-01,T,19.0,46.0,-27.0,128.0,89.0,39.0,147.0,135.0,12.0
2006-01-01,Saudi-Arabien,127.0,182.0,-55.0,629.0,492.0,137.0,756.0,674.0,82.0
2006-01-01,Singapur,320.0,541.0,-221.0,411.0,354.0,57.0,731.0,895.0,-164.0
2006-01-01,Syrien,146.0,241.0,-95.0,1706.0,998.0,708.0,1852.0,1239.0,613.0
2006-01-01,Thailand,849.0,1105.0,-256.0,4174.0,2277.0,1897.0,5023.0,3382.0,1641.0
2006-01-01,Usbekistan,103.0,23.0,80.0,736.0,369.0,367.0,839.0,392.0,447.0
2006-01-01,China,1342.0,2294.0,-952.0,12941.0,10604.0,2337.0,14283.0,12898.0,1385.0
2006-01-01,Übriges Asien,711.0,901.0,-190.0,4500.0,3645.0,855.0,5211.0,4546.0,665.0
2006-01-01,Australien,1500.0,2944.0,-1444.0,2014.0,1706.0,308.0,3514.0,4650.0,-1136.0
2006-01-01,Neuseeland,501.0,1020.0,-519.0,428.0,312.0,116.0,929.0,1332.0,-403.0
2006-01-01,Übriges Ozeanien,79.0,83.0,-4.0,35.0,35.0,0.0,114.0,118.0,-4.0
2006-01-01,Unbekanntes Ausland,201.0,251.0,-50.0,9193.0,30393.0,-21200.0,9394.0,30644.0,-21250.0
2006-01-01,Ungeklärt / Ohne Angabe,9062.0,19442.0,-10380.0,355.0,545.0,-190.0,9417.0,19987.0,-10570.0
2006-01-01,Insgesamt,103388.0,155290.0,-51902.0,558467.0,483774.0,74693.0,661855.0,639064.0,22791.0
2007-01-01,ALB,32.0,43.0,-11.0,898.0,616.0,282.0,930.0,659.0,271.0
2007-01-01,BIH,124.0,137.0,-13.0,6377.0,6525.0,-148.0,6501.0,6662.0,-161.0
2007-01-01,AND,21.0,11.0,10.0,15.0,4.0,11.0,36.0,15.0,21.0
2007-01-01,BEL,1868.0,2593.0,-725.0,2330.0,2123.0,207.0,4198.0,4716.0,-518.0
2007-01-01,BGR,198.0,269.0,-71.0,20504.0,8113.0,12391.0,20702.0,8382.0,12320.0
2007-01-01,DNK,589.0,2082.0,-1493.0,2042.0,1932.0,110.0,2631.0,4014.0,-1383.0
2007-01-01,EST,51.0,66.0,-15.0,675.0,460.0,215.0,726.0,526.0,200.0
2007-01-01,FIN,190.0,416.0,-226.0,2060.0,1756.0,304.0,2250.0,2172.0,78.0
2007-01-01,FRA,5851.0,7346.0,-1495.0,13776.0,10565.0,3211.0,19627.0,17911.0,1716.0
2007-01-01,HRV,266.0,497.0,-231.0,8418.0,10113.0,-1695.0,8684.0,10610.0,-1926.0
2007-01-01,SVN,75.0,200.0,-125.0,1201.0,1257.0,-56.0,1276.0,1457.0,-181.0
2007-01-01,GRC,876.0,1524.0,-648.0,8032.0,14074.0,-6042.0,8908.0,15598.0,-6690.0
2007-01-01,IRL,773.0,1376.0,-603.0,1089.0,1162.0,-73.0,1862.0,2538.0,-676.0
2007-01-01,ISL,55.0,128.0,-73.0,140.0,181.0,-41.0,195.0,309.0,-114.0
2007-01-01,ITA,2587.0,3405.0,-818.0,18184.0,22008.0,-3824.0,20771.0,25413.0,-4642.0
2007-01-01,LVA,71.0,110.0,-39.0,1686.0,1329.0,357.0,1757.0,1439.0,318.0
2007-01-01,MNE,14.0,19.0,-5.0,623.0,256.0,367.0,637.0,275.0,362.0
2007-01-01,LTU,123.0,139.0,-16.0,3901.0,2778.0,1123.0,4024.0,2917.0,1107.0
2007-01-01,LUX,703.0,908.0,-205.0,2521.0,1094.0,1427.0,3224.0,2002.0,1222.0
2007-01-01,MKD,36.0,55.0,-19.0,2307.0,1729.0,578.0,2343.0,1784.0,559.0
2007-01-01,MLT,67.0,80.0,-13.0,84.0,40.0,44.0,151.0,120.0,31.0
2007-01-01,NLD,3012.0,3697.0,-685.0,11095.0,6374.0,4721.0,14107.0,10071.0,4036.0
2007-01-01,NOR,526.0,2485.0,-1959.0,879.0,861.0,18.0,1405.0,3346.0,-1941.0
2007-01-01,RKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,AUT,5147.0,11201.0,-6054.0,10596.0,8951.0,1645.0,15743.0,20152.0,-4409.0
2007-01-01,POL,13622.0,10451.0,3171.0,139967.0,110340.0,29627.0,153589.0,120791.0,32798.0
2007-01-01,PRT,753.0,937.0,-184.0,5375.0,6051.0,-676.0,6128.0,6988.0,-860.0
2007-01-01,ROU,557.0,764.0,-207.0,42899.0,23290.0,19609.0,43456.0,24054.0,19402.0
2007-01-01,SVK,149.0,249.0,-100.0,9434.0,8223.0,1211.0,9583.0,8472.0,1111.0
2007-01-01,SWE,718.0,2178.0,-1460.0,2538.0,2331.0,207.0,3256.0,4509.0,-1253.0
2007-01-01,CHE,6860.0,23459.0,-16599.0,4425.0,4778.0,-353.0,11285.0,28237.0,-16952.0
2007-01-01,RUS,5527.0,2695.0,2832.0,14960.0,10227.0,4733.0,20487.0,12922.0,7565.0
2007-01-01,ESP,6944.0,8991.0,-2047.0,8571.0,8132.0,439.0,15515.0,17123.0,-1608.0
2007-01-01,TUR,2232.0,3826.0,-1594.0,26694.0,28345.0,-1651.0,28926.0,32171.0,-3245.0
2007-01-01,CZE,677.0,952.0,-275.0,6778.0,5684.0,1094.0,7455.0,6636.0,819.0
2007-01-01,HUN,717.0,1028.0,-311.0,22163.0,16704.0,5459.0,22880.0,17732.0,5148.0
2007-01-01,UKR,603.0,327.0,276.0,7174.0,4477.0,2697.0,7777.0,4804.0,2973.0
2007-01-01,GBR,5000.0,9996.0,-4996.0,8443.0,7946.0,497.0,13443.0,17942.0,-4499.0
2007-01-01,BLR,110.0,66.0,44.0,1474.0,1003.0,471.0,1584.0,1069.0,515.0
2007-01-01,SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,CYP,161.0,145.0,16.0,167.0,133.0,34.0,328.0,278.0,50.0
2007-01-01,XXX,402.0,545.0,-143.0,12631.0,11571.0,1060.0,13033.0,12116.0,917.0
2007-01-01,DZA,129.0,146.0,-17.0,1263.0,1189.0,74.0,1392.0,1335.0,57.0
2007-01-01,AGO,29.0,33.0,-4.0,368.0,434.0,-66.0,397.0,467.0,-70.0
2007-01-01,ETH,121.0,212.0,-91.0,618.0,390.0,228.0,739.0,602.0,137.0
2007-01-01,CIV,17.0,18.0,-1.0,236.0,167.0,69.0,253.0,185.0,68.0
2007-01-01,NGA,150.0,146.0,4.0,1649.0,1201.0,448.0,1799.0,1347.0,452.0
2007-01-01,GHA,141.0,180.0,-39.0,886.0,632.0,254.0,1027.0,812.0,215.0
2007-01-01,KEN,253.0,202.0,51.0,1235.0,578.0,657.0,1488.0,780.0,708.0
2007-01-01,COG,17.0,13.0,4.0,179.0,192.0,-13.0,196.0,205.0,-9.0
2007-01-01,COD,30.0,24.0,6.0,241.0,278.0,-37.0,271.0,302.0,-31.0
2007-01-01,LBY,32.0,45.0,-13.0,556.0,587.0,-31.0,588.0,632.0,-44.0
2007-01-01,MAR,239.0,291.0,-52.0,3179.0,2139.0,1040.0,3418.0,2430.0,988.0
2007-01-01,NER,8.0,11.0,-3.0,55.0,70.0,-15.0,63.0,81.0,-18.0
2007-01-01,CMR,79.0,59.0,20.0,1573.0,1142.0,431.0,1652.0,1201.0,451.0
2007-01-01,ZAF,948.0,1087.0,-139.0,844.0,719.0,125.0,1792.0,1806.0,-14.0
2007-01-01,RWA,28.0,36.0,-8.0,44.0,38.0,6.0,72.0,74.0,-2.0
2007-01-01,NAM,233.0,235.0,-2.0,78.0,63.0,15.0,311.0,298.0,13.0
2007-01-01,SEN,46.0,53.0,-7.0,210.0,131.0,79.0,256.0,184.0,72.0
2007-01-01,SOM,3.0,4.0,-1.0,140.0,193.0,-53.0,143.0,197.0,-54.0
2007-01-01,TZA,150.0,101.0,49.0,154.0,117.0,37.0,304.0,218.0,86.0
2007-01-01,TUN,261.0,294.0,-33.0,1918.0,1180.0,738.0,2179.0,1474.0,705.0
2007-01-01,UGA,85.0,75.0,10.0,147.0,103.0,44.0,232.0,178.0,54.0
2007-01-01,EGY,462.0,482.0,-20.0,2040.0,1141.0,899.0,2502.0,1623.0,879.0
2007-01-01,CAF,6.0,4.0,2.0,10.0,15.0,-5.0,16.0,19.0,-3.0
2007-01-01,XXX,594.0,670.0,-76.0,3372.0,2776.0,596.0,3966.0,3446.0,520.0
2007-01-01,ARG,303.0,429.0,-126.0,944.0,745.0,199.0,1247.0,1174.0,73.0
2007-01-01,BOL,210.0,176.0,34.0,302.0,234.0,68.0,512.0,410.0,102.0
2007-01-01,BRA,1290.0,1352.0,-62.0,6379.0,4164.0,2215.0,7669.0,5516.0,2153.0
2007-01-01,CHL,390.0,384.0,6.0,788.0,560.0,228.0,1178.0,944.0,234.0
2007-01-01,Costa Rica,111.0,154.0,-43.0,158.0,117.0,41.0,269.0,271.0,-2.0
2007-01-01,HND,36.0,58.0,-22.0,89.0,60.0,29.0,125.0,118.0,7.0
2007-01-01,CAN,1544.0,4480.0,-2936.0,2834.0,2399.0,435.0,4378.0,6879.0,-2501.0
2007-01-01,COL,319.0,236.0,83.0,1335.0,929.0,406.0,1654.0,1165.0,489.0
2007-01-01,MEX,557.0,634.0,-77.0,2510.0,1890.0,620.0,3067.0,2524.0,543.0
2007-01-01,NIC,40.0,47.0,-7.0,60.0,40.0,20.0,100.0,87.0,13.0
2007-01-01,PRY,299.0,502.0,-203.0,214.0,132.0,82.0,513.0,634.0,-121.0
2007-01-01,PER,244.0,261.0,-17.0,928.0,596.0,332.0,1172.0,857.0,315.0
2007-01-01,URY,62.0,89.0,-27.0,84.0,79.0,5.0,146.0,168.0,-22.0
2007-01-01,"Venezuela, Bolivarische Republik",215.0,192.0,23.0,504.0,282.0,222.0,719.0,474.0,245.0
2007-01-01,USA,9444.0,14385.0,-4941.0,17495.0,16217.0,1278.0,26939.0,30602.0,-3663.0
2007-01-01,XXX,839.0,833.0,6.0,2514.0,1424.0,1090.0,3353.0,2257.0,1096.0
2007-01-01,YEM,32.0,37.0,-5.0,347.0,400.0,-53.0,379.0,437.0,-58.0
2007-01-01,ARM,19.0,25.0,-6.0,595.0,973.0,-378.0,614.0,998.0,-384.0
2007-01-01,AFG,153.0,140.0,13.0,1201.0,986.0,215.0,1354.0,1126.0,228.0
2007-01-01,AZE,30.0,30.0,0.0,738.0,841.0,-103.0,768.0,871.0,-103.0
2007-01-01,GEO,44.0,41.0,3.0,1563.0,1750.0,-187.0,1607.0,1791.0,-184.0
2007-01-01,VNM,139.0,208.0,-69.0,4110.0,3832.0,278.0,4249.0,4040.0,209.0
2007-01-01,PRK,33.0,53.0,-20.0,296.0,359.0,-63.0,329.0,412.0,-83.0
2007-01-01,IND,488.0,707.0,-219.0,9367.0,7363.0,2004.0,9855.0,8070.0,1785.0
2007-01-01,IDN,297.0,281.0,16.0,1318.0,1137.0,181.0,1615.0,1418.0,197.0
2007-01-01,IRQ,231.0,278.0,-47.0,4962.0,3144.0,1818.0,5193.0,3422.0,1771.0
2007-01-01,IRN,258.0,354.0,-96.0,2632.0,2007.0,625.0,2890.0,2361.0,529.0
2007-01-01,ISR,325.0,373.0,-48.0,1308.0,827.0,481.0,1633.0,1200.0,433.0
2007-01-01,JPN,544.0,566.0,-22.0,5554.0,5043.0,511.0,6098.0,5609.0,489.0
2007-01-01,KAZ,1867.0,684.0,1183.0,1960.0,1329.0,631.0,3827.0,2013.0,1814.0
2007-01-01,JOR,198.0,221.0,-23.0,557.0,539.0,18.0,755.0,760.0,-5.0
2007-01-01,KWT,57.0,75.0,-18.0,223.0,184.0,39.0,280.0,259.0,21.0
2007-01-01,KGZ,234.0,66.0,168.0,871.0,420.0,451.0,1105.0,486.0,619.0
2007-01-01,LBN,367.0,542.0,-175.0,2240.0,1463.0,777.0,2607.0,2005.0,602.0
2007-01-01,PAK,344.0,392.0,-48.0,1720.0,1316.0,404.0,2064.0,1708.0,356.0
2007-01-01,PHL,406.0,467.0,-61.0,1346.0,866.0,480.0,1752.0,1333.0,419.0
2007-01-01,KOR,149.0,170.0,-21.0,3446.0,2649.0,797.0,3595.0,2819.0,776.0
2007-01-01,ARE,610.0,1251.0,-641.0,1049.0,927.0,122.0,1659.0,2178.0,-519.0
2007-01-01,T,50.0,53.0,-3.0,150.0,113.0,37.0,200.0,166.0,34.0
2007-01-01,Saudi-Arabien,135.0,195.0,-60.0,633.0,517.0,116.0,768.0,712.0,56.0
2007-01-01,Singapur,411.0,661.0,-250.0,568.0,463.0,105.0,979.0,1124.0,-145.0
2007-01-01,Syrien,241.0,252.0,-11.0,1682.0,966.0,716.0,1923.0,1218.0,705.0
2007-01-01,Thailand,972.0,1201.0,-229.0,3589.0,2178.0,1411.0,4561.0,3379.0,1182.0
2007-01-01,Usbekistan,119.0,39.0,80.0,769.0,359.0,410.0,888.0,398.0,490.0
2007-01-01,China,1488.0,2296.0,-808.0,13573.0,10775.0,2798.0,15061.0,13071.0,1990.0
2007-01-01,Übriges Asien,777.0,997.0,-220.0,4600.0,3455.0,1145.0,5377.0,4452.0,925.0
2007-01-01,Australien,1732.0,3317.0,-1585.0,2138.0,1830.0,308.0,3870.0,5147.0,-1277.0
2007-01-01,Neuseeland,508.0,1162.0,-654.0,462.0,354.0,108.0,970.0,1516.0,-546.0
2007-01-01,Übriges Ozeanien,71.0,74.0,-3.0,34.0,25.0,9.0,105.0,99.0,6.0
2007-01-01,Unbekanntes Ausland,225.0,297.0,-72.0,7734.0,17280.0,-9546.0,7959.0,17577.0,-9618.0
2007-01-01,Ungeklärt / Ohne Angabe,4209.0,9571.0,-5362.0,158.0,200.0,-42.0,4367.0,9771.0,-5404.0
2007-01-01,Insgesamt,106014.0,161105.0,-55091.0,574752.0,475749.0,99003.0,680766.0,636854.0,43912.0
2008-01-01,ALB,39.0,51.0,-12.0,861.0,736.0,125.0,900.0,787.0,113.0
2008-01-01,BIH,90.0,144.0,-54.0,6140.0,7119.0,-979.0,6230.0,7263.0,-1033.0
2008-01-01,AND,14.0,16.0,-2.0,11.0,7.0,4.0,25.0,23.0,2.0
2008-01-01,BEL,1995.0,2608.0,-613.0,2433.0,2473.0,-40.0,4428.0,5081.0,-653.0
2008-01-01,BGR,207.0,283.0,-76.0,23627.0,15581.0,8046.0,23834.0,15864.0,7970.0
2008-01-01,DNK,754.0,2208.0,-1454.0,2277.0,2341.0,-64.0,3031.0,4549.0,-1518.0
2008-01-01,EST,46.0,103.0,-57.0,601.0,671.0,-70.0,647.0,774.0,-127.0
2008-01-01,FIN,217.0,461.0,-244.0,1829.0,2024.0,-195.0,2046.0,2485.0,-439.0
2008-01-01,FRA,5844.0,7988.0,-2144.0,13928.0,13558.0,370.0,19772.0,21546.0,-1774.0
2008-01-01,HRV,267.0,544.0,-277.0,8418.0,11556.0,-3138.0,8685.0,12100.0,-3415.0
2008-01-01,SVN,72.0,224.0,-152.0,1226.0,1676.0,-450.0,1298.0,1900.0,-602.0
2008-01-01,GRC,860.0,1543.0,-683.0,8302.0,15994.0,-7692.0,9162.0,17537.0,-8375.0
2008-01-01,IRL,954.0,1363.0,-409.0,1215.0,1366.0,-151.0,2169.0,2729.0,-560.0
2008-01-01,ISL,67.0,144.0,-77.0,217.0,230.0,-13.0,284.0,374.0,-90.0
2008-01-01,ITA,2640.0,3645.0,-1005.0,19809.0,24674.0,-4865.0,22449.0,28319.0,-5870.0
2008-01-01,LVA,66.0,116.0,-50.0,1996.0,1653.0,343.0,2062.0,1769.0,293.0
2008-01-01,MNE,21.0,45.0,-24.0,337.0,288.0,49.0,358.0,333.0,25.0
2008-01-01,LTU,128.0,132.0,-4.0,3326.0,2965.0,361.0,3454.0,3097.0,357.0
2008-01-01,LUX,701.0,953.0,-252.0,2757.0,1383.0,1374.0,3458.0,2336.0,1122.0
2008-01-01,MKD,53.0,54.0,-1.0,2260.0,2228.0,32.0,2313.0,2282.0,31.0
2008-01-01,MLT,53.0,110.0,-57.0,80.0,84.0,-4.0,133.0,194.0,-61.0
2008-01-01,NLD,2950.0,4282.0,-1332.0,11443.0,7503.0,3940.0,14393.0,11785.0,2608.0
2008-01-01,NOR,707.0,2973.0,-2266.0,822.0,1118.0,-296.0,1529.0,4091.0,-2562.0
2008-01-01,RKS,47.0,79.0,-32.0,2745.0,714.0,2031.0,2792.0,793.0,1999.0
2008-01-01,AUT,6202.0,13336.0,-7134.0,10626.0,10713.0,-87.0,16828.0,24049.0,-7221.0
2008-01-01,POL,12131.0,13711.0,-1580.0,119177.0,118727.0,450.0,131308.0,132438.0,-1130.0
2008-01-01,PRT,734.0,966.0,-232.0,5766.0,6700.0,-934.0,6500.0,7666.0,-1166.0
2008-01-01,ROU,628.0,917.0,-289.0,47014.0,37113.0,9901.0,47642.0,38030.0,9612.0
2008-01-01,SVK,190.0,271.0,-81.0,8638.0,9212.0,-574.0,8828.0,9483.0,-655.0
2008-01-01,SWE,727.0,2410.0,-1683.0,2397.0,2569.0,-172.0,3124.0,4979.0,-1855.0
2008-01-01,CHE,8216.0,29139.0,-20923.0,4697.0,5922.0,-1225.0,12913.0,35061.0,-22148.0
2008-01-01,RUS,4295.0,3299.0,996.0,14316.0,13100.0,1216.0,18611.0,16399.0,2212.0
2008-01-01,ESP,7891.0,9245.0,-1354.0,9497.0,10368.0,-871.0,17388.0,19613.0,-2225.0
2008-01-01,TUR,2569.0,4609.0,-2040.0,26173.0,34280.0,-8107.0,28742.0,38889.0,-10147.0
2008-01-01,CZE,668.0,986.0,-318.0,6604.0,7096.0,-492.0,7272.0,8082.0,-810.0
2008-01-01,HUN,772.0,1132.0,-360.0,25100.0,21365.0,3735.0,25872.0,22497.0,3375.0
2008-01-01,UKR,604.0,430.0,174.0,6208.0,5593.0,615.0,6812.0,6023.0,789.0
2008-01-01,GBR,5824.0,10706.0,-4882.0,9420.0,9593.0,-173.0,15244.0,20299.0,-5055.0
2008-01-01,BLR,89.0,77.0,12.0,1430.0,1222.0,208.0,1519.0,1299.0,220.0
2008-01-01,SRB,184.0,261.0,-77.0,8456.0,9404.0,-948.0,8640.0,9665.0,-1025.0
2008-01-01,CYP,124.0,189.0,-65.0,176.0,167.0,9.0,300.0,356.0,-56.0
2008-01-01,XXX,203.0,293.0,-90.0,1770.0,4391.0,-2621.0,1973.0,4684.0,-2711.0
2008-01-01,DZA,149.0,177.0,-28.0,1299.0,1258.0,41.0,1448.0,1435.0,13.0
2008-01-01,AGO,27.0,23.0,4.0,340.0,438.0,-98.0,367.0,461.0,-94.0
2008-01-01,ETH,144.0,172.0,-28.0,692.0,558.0,134.0,836.0,730.0,106.0
2008-01-01,CIV,17.0,23.0,-6.0,258.0,218.0,40.0,275.0,241.0,34.0
2008-01-01,NGA,157.0,172.0,-15.0,1568.0,1468.0,100.0,1725.0,1640.0,85.0
2008-01-01,GHA,151.0,197.0,-46.0,828.0,920.0,-92.0,979.0,1117.0,-138.0
2008-01-01,KEN,268.0,284.0,-16.0,1219.0,714.0,505.0,1487.0,998.0,489.0
2008-01-01,COG,7.0,13.0,-6.0,175.0,170.0,5.0,182.0,183.0,-1.0
2008-01-01,COD,32.0,36.0,-4.0,263.0,313.0,-50.0,295.0,349.0,-54.0
2008-01-01,LBY,41.0,75.0,-34.0,679.0,609.0,70.0,720.0,684.0,36.0
2008-01-01,MAR,282.0,353.0,-71.0,3091.0,2629.0,462.0,3373.0,2982.0,391.0
2008-01-01,NER,12.0,11.0,1.0,62.0,62.0,0.0,74.0,73.0,1.0
2008-01-01,CMR,73.0,65.0,8.0,1241.0,1246.0,-5.0,1314.0,1311.0,3.0
2008-01-01,ZAF,1069.0,1231.0,-162.0,1001.0,1001.0,0.0,2070.0,2232.0,-162.0
2008-01-01,RWA,34.0,32.0,2.0,50.0,58.0,-8.0,84.0,90.0,-6.0
